ip,endpoint,status,timestamp,execution_time,rows_scanned,joins_count,line_number,reason
192.168.24.68,/profile,404,2026-03-23 17:15:53.101167,-823,,,8147,Invalid execution_time
192.168.204.226,/api/data,200,2026-03-23 17:15:53.393396,402,-100.0,3.0,8154,Invalid rows_scanned
192.168.225.89,/search,200,2026-03-23 17:15:53.897171,846,-100.0,,8162,Invalid rows_scanned
172.16.178.87,/profile,200,2026-03-23 17:15:55.147031,-548,1386.0,5.0,8171,Invalid execution_time
172.16.185.210,/profile,999,2026-03-23 17:15:56.195069,722,1420.0,,8184,Invalid status
172.16.14.125,/checkout,999,2026-03-23 17:15:56.508958,729,397.0,1.0,8186,Invalid status
172.16.177.90,/profile,999,2026-03-23 17:15:56.885365,474,3902.0,5.0,8191,Invalid status
10.0.231.255,/profile,200,2026-03-23 17:15:57.194858,-344,,,8194,Invalid execution_time
172.16.191.150,/search,999,2026-03-23 17:15:57.557301,793,996.0,,8198,Invalid status
10.0.118.97,/login,200,2026-03-23 17:15:57.557301,731,-100.0,,8199,Invalid rows_scanned
192.168.148.229,/search,999,2026-03-23 17:15:57.971582,491,2632.0,3.0,8205,Invalid status
192.168.17.67,/checkout,999,2026-03-23 17:15:58.246545,411,1493.0,,8209,Invalid status
172.16.240.166,/api/data,999,2026-03-23 17:15:59.338533,413,3758.0,,8215,Invalid status
10.0.44.231,/profile,999,2026-03-23 17:15:59.527122,387,2873.0,,8222,Invalid status
10.0.12.162,/api/data,999,2026-03-23 17:15:59.673688,771,407.0,2.0,8224,Invalid status
172.16.202.36,/search,200,2026-03-23 17:16:00.132624,-588,-100.0,,8231,Invalid execution_time
192.168.240.236,/search,200,2026-03-23 17:16:00.905974,251,-100.0,,8242,Invalid rows_scanned
10.0.152.28,/api/data,200,2026-03-23 17:16:01.237817,-509,,5.0,8249,Invalid execution_time
172.16.125.56,/checkout,200,2026-03-23 17:16:01.867076,-621,1901.0,,8254,Invalid execution_time
192.168.101.116,/profile,200,2026-03-23 17:16:01.867076,-277,,,8257,Invalid execution_time
10.0.86.145,/login,999,2026-03-23 17:16:02.022183,123,,,8263,Invalid status
192.168.213.15,/api/data,999,2026-03-23 17:16:03.684333,259,2448.0,3.0,8277,Invalid status
172.16.157.50,/search,200,2026-03-23 17:16:03.905282,755,-100.0,,8281,Invalid rows_scanned
172.16.210.126,/checkout,404,2026-03-23 17:16:04.942971,-424,,4.0,8293,Invalid execution_time
192.168.138.94,/api/data,200,2026-03-23 17:16:05.986704,-145,4726.0,,8309,Invalid execution_time
10.0.186.63,/api/data,200,2026-03-23 17:16:06.658552,292,-100.0,3.0,8318,Invalid rows_scanned
172.16.95.169,/login,200,2026-03-23 17:16:06.863067,538,-100.0,3.0,8319,Invalid rows_scanned
172.16.194.225,/profile,200,2026-03-23 17:16:07.247282,-878,3195.0,,8322,Invalid execution_time
192.168.143.72,/api/data,200,2026-03-23 17:16:08.462533,288,-100.0,4.0,8329,Invalid rows_scanned
10.0.195.235,/search,404,2026-03-23 17:16:08.462533,-734,,2.0,8330,Invalid execution_time
10.0.207.7,/checkout,999,2026-03-23 17:16:09.591988,201,4893.0,,8345,Invalid status
192.168.93.212,/profile,999,2026-03-23 17:16:11.868793,431,,2.0,8376,Invalid status
192.168.185.196,/login,200,2026-03-23 17:16:12.031984,-213,1205.0,5.0,8379,Invalid execution_time
172.16.49.212,/checkout,999,2026-03-23 17:16:12.755965,544,-100.0,2.0,8386,Invalid status
10.0.131.95,/checkout,999,2026-03-23 17:16:13.966434,394,,3.0,8395,Invalid status
10.0.32.163,/checkout,999,2026-03-23 17:16:14.350861,-377,1877.0,5.0,8400,Invalid execution_time
172.16.111.238,/search,200,2026-03-23 17:16:15.338297,-377,80.0,1.0,8411,Invalid execution_time
172.16.73.239,/profile,999,2026-03-23 17:16:15.779465,668,,1.0,8418,Invalid status
192.168.61.166,/search,999,2026-03-23 17:16:16.295842,447,,2.0,8424,Invalid status
192.168.106.48,/search,404,2026-03-23 17:16:18.222194,-217,3155.0,3.0,8450,Invalid execution_time
172.16.246.223,/search,200,2026-03-23 17:16:18.840522,622,-100.0,,8454,Invalid rows_scanned
172.16.224.114,/checkout,999,2026-03-23 17:16:19.321809,530,,,8459,Invalid status
172.16.80.22,/api/data,200,2026-03-23 17:16:20.170446,712,-100.0,3.0,8469,Invalid rows_scanned
192.168.17.220,/search,999,2026-03-23 17:16:20.985985,660,,1.0,8474,Invalid status
10.0.73.128,/search,200,2026-03-23 17:16:21.338576,-735,,,8479,Invalid execution_time
192.168.155.228,/search,200,2026-03-23 17:16:21.643594,-611,2987.0,4.0,8481,Invalid execution_time
192.168.19.205,/checkout,999,2026-03-23 17:16:21.643594,332,,,8482,Invalid status
192.168.199.250,/login,200,2026-03-23 17:16:21.814765,448,-100.0,,8486,Invalid rows_scanned
192.168.148.73,/search,200,2026-03-23 17:16:24.948504,-343,,3.0,8510,Invalid execution_time
172.16.33.212,/login,999,2026-03-23 17:16:25.216279,659,3744.0,,8514,Invalid status
192.168.217.166,/profile,200,2026-03-23 17:16:25.763203,388,-100.0,4.0,8524,Invalid rows_scanned
192.168.215.82,/profile,200,2026-03-23 17:16:26.898605,-359,,3.0,8536,Invalid execution_time
172.16.232.105,/api/data,200,2026-03-23 17:16:27.058223,-430,2461.0,,8539,Invalid execution_time
192.168.39.200,/search,999,2026-03-23 17:16:27.058223,309,,5.0,8540,Invalid status
192.168.131.112,/search,200,2026-03-23 17:16:27.377054,-527,,1.0,8544,Invalid execution_time
172.16.41.44,/checkout,200,2026-03-23 17:16:28.442779,-750,,5.0,8567,Invalid execution_time
192.168.94.252,/checkout,999,2026-03-23 17:16:29.346984,195,,5.0,8579,Invalid status
10.0.231.172,/profile,999,2026-03-23 17:16:29.346984,473,,5.0,8581,Invalid status
192.168.207.44,/checkout,999,2026-03-23 17:16:29.603632,20,4111.0,,8587,Invalid status
10.0.237.237,/search,200,2026-03-23 17:16:31.747552,-338,,5.0,8612,Invalid execution_time
172.16.25.24,/search,404,2026-03-23 17:16:33.345788,-678,1265.0,,8634,Invalid execution_time
10.0.83.169,/login,200,2026-03-23 17:16:34.528370,540,-100.0,,8641,Invalid rows_scanned
172.16.103.22,/api/data,200,2026-03-23 17:16:34.795152,-838,,,8643,Invalid execution_time
10.0.198.169,/api/data,200,2026-03-23 17:16:35.858423,-745,,1.0,8658,Invalid execution_time
192.168.10.100,/checkout,500,2026-03-23 17:16:36.904732,-494,,5.0,8670,Invalid execution_time
192.168.141.154,/profile,200,2026-03-23 17:16:37.456994,-309,,4.0,8677,Invalid execution_time
10.0.29.144,/checkout,999,2026-03-23 17:16:39.050726,796,2700.0,5.0,8690,Invalid status
10.0.208.176,/profile,999,2026-03-23 17:16:39.551019,500,2567.0,,8693,Invalid status
172.16.49.231,/profile,200,2026-03-23 17:16:39.551019,710,-100.0,2.0,8696,Invalid rows_scanned
172.16.189.216,/api/data,200,2026-03-23 17:16:39.551019,728,-100.0,2.0,8697,Invalid rows_scanned
192.168.158.79,/search,404,2026-03-23 17:16:39.804605,-432,,2.0,8698,Invalid execution_time
192.168.35.188,/api/data,200,2026-03-23 17:16:39.804605,-454,,2.0,8701,Invalid execution_time
192.168.219.71,/login,200,2026-03-23 17:16:41.969123,492,-100.0,5.0,8727,Invalid rows_scanned
10.0.152.34,/login,999,2026-03-23 17:16:42.792082,330,11.0,1.0,8732,Invalid status
192.168.83.120,/profile,500,2026-03-23 17:16:44.072677,487,-100.0,5.0,8747,Invalid rows_scanned
10.0.146.220,/login,200,2026-03-23 17:16:45.880833,-478,,,8762,Invalid execution_time
172.16.245.188,/profile,999,2026-03-23 17:16:47.803072,823,1291.0,,8784,Invalid status
10.0.44.177,/profile,999,2026-03-23 17:16:48.082881,590,3236.0,1.0,8788,Invalid status
10.0.130.186,/login,200,2026-03-23 17:16:48.256634,601,-100.0,1.0,8790,Invalid rows_scanned
192.168.40.219,/search,999,2026-03-23 17:16:49.111267,265,2133.0,,8800,Invalid status
192.168.46.33,/search,200,2026-03-23 17:16:50.325478,-98,831.0,,8817,Invalid execution_time
192.168.76.118,/search,200,2026-03-23 17:16:50.509129,-368,,,8820,Invalid execution_time
172.16.125.60,/api/data,200,2026-03-23 17:16:51.200832,-431,,2.0,8831,Invalid execution_time
10.0.229.56,/login,999,2026-03-23 17:16:51.676891,254,2420.0,3.0,8837,Invalid status
10.0.193.74,/login,200,2026-03-23 17:16:51.946699,-509,,,8843,Invalid execution_time
192.168.235.213,/profile,200,2026-03-23 17:16:52.841034,159,-100.0,5.0,8854,Invalid rows_scanned
192.168.125.121,/profile,200,2026-03-23 17:16:53.100495,359,-100.0,,8860,Invalid rows_scanned
172.16.93.34,/profile,200,2026-03-23 17:16:53.100495,-672,1622.0,3.0,8861,Invalid execution_time
192.168.148.211,/search,999,2026-03-23 17:16:53.942869,361,1024.0,,8868,Invalid status
172.16.9.83,/api/data,200,2026-03-23 17:16:54.061795,-653,4013.0,,8869,Invalid execution_time
10.0.232.29,/api/data,200,2026-03-23 17:16:54.843289,538,-100.0,5.0,8876,Invalid rows_scanned
192.168.155.140,/profile,200,2026-03-23 17:16:54.843289,291,-100.0,,8879,Invalid rows_scanned
192.168.157.84,/api/data,999,2026-03-23 17:16:56.600001,511,,,8890,Invalid status
172.16.25.101,/api/data,404,2026-03-23 17:16:58.453816,-790,,,8907,Invalid execution_time
10.0.91.54,/checkout,200,2026-03-23 17:16:59.676246,-510,,,8920,Invalid execution_time
172.16.61.104,/api/data,999,2026-03-23 17:17:00.385150,713,3531.0,5.0,8926,Invalid status
192.168.197.131,/api/data,200,2026-03-23 17:17:00.541683,-299,2642.0,5.0,8928,Invalid execution_time
192.168.208.92,/checkout,200,2026-03-23 17:17:01.064112,-597,,4.0,8936,Invalid execution_time
192.168.201.125,/search,200,2026-03-23 17:17:01.397588,-401,,3.0,8944,Invalid execution_time
172.16.91.135,/search,500,2026-03-23 17:17:04.444118,-555,4553.0,5.0,8964,Invalid execution_time
192.168.12.165,/profile,500,2026-03-23 17:17:04.444118,-417,2514.0,5.0,8965,Invalid execution_time
192.168.83.83,/search,200,2026-03-23 17:17:04.722232,253,-100.0,,8968,Invalid rows_scanned
192.168.180.96,/search,200,2026-03-23 17:17:05.283713,-322,1014.0,5.0,8973,Invalid execution_time
10.0.200.81,/checkout,999,2026-03-23 17:17:05.283713,478,102.0,1.0,8974,Invalid status
192.168.52.24,/search,200,2026-03-23 17:17:05.916256,419,-100.0,,8977,Invalid rows_scanned
10.0.109.143,/profile,200,2026-03-23 17:17:06.294484,381,-100.0,,8980,Invalid rows_scanned
192.168.208.187,/api/data,200,2026-03-23 17:17:06.959322,-411,,,8986,Invalid execution_time
192.168.212.186,/api/data,999,2026-03-23 17:17:08.213904,178,2762.0,,9001,Invalid status
172.16.139.153,/checkout,200,2026-03-23 17:17:08.547351,632,-100.0,,9004,Invalid rows_scanned
10.0.18.181,/profile,200,2026-03-23 17:17:08.732764,-615,,,9007,Invalid execution_time
172.16.206.58,/checkout,404,2026-03-23 17:17:08.732764,-437,,,9008,Invalid execution_time
172.16.65.246,/search,200,2026-03-23 17:17:09.695676,-734,1550.0,3.0,9016,Invalid execution_time
172.16.243.163,/search,999,2026-03-23 17:17:11.050294,446,,3.0,9035,Invalid status
172.16.192.73,/login,999,2026-03-23 17:17:11.050294,500,,,9036,Invalid status
172.16.245.254,/login,200,2026-03-23 17:17:11.360087,-631,,,9039,Invalid execution_time
192.168.73.236,/login,999,2026-03-23 17:17:12.054846,345,1177.0,5.0,9046,Invalid status
172.16.45.172,/login,999,2026-03-23 17:17:12.877700,526,4968.0,,9053,Invalid status
172.16.149.240,/api/data,200,2026-03-23 17:17:12.877700,660,-100.0,,9056,Invalid rows_scanned
192.168.165.127,/api/data,200,2026-03-23 17:17:13.577098,-612,,3.0,9061,Invalid execution_time
192.168.212.60,/checkout,999,2026-03-23 17:17:14.354628,320,,4.0,9071,Invalid status
192.168.227.135,/profile,500,2026-03-23 17:17:14.477974,-226,3052.0,,9076,Invalid execution_time
10.0.189.73,/login,200,2026-03-23 17:17:14.811634,-581,,,9078,Invalid execution_time
172.16.65.163,/search,999,2026-03-23 17:17:15.084474,670,,,9082,Invalid status
172.16.116.207,/api/data,200,2026-03-23 17:17:15.809418,814,-100.0,4.0,9089,Invalid rows_scanned
172.16.66.65,/profile,200,2026-03-23 17:17:16.342335,-576,3200.0,2.0,9093,Invalid execution_time
10.0.53.107,/profile,200,2026-03-23 17:17:17.115281,-597,,,9102,Invalid execution_time
10.0.152.165,/checkout,200,2026-03-23 17:17:17.895816,-317,1108.0,5.0,9119,Invalid execution_time
10.0.126.14,/checkout,999,2026-03-23 17:17:18.044935,408,3245.0,4.0,9120,Invalid status
172.16.149.191,/checkout,404,2026-03-23 17:17:18.044935,-561,4398.0,,9121,Invalid execution_time
192.168.185.53,/profile,999,2026-03-23 17:17:18.803633,608,,,9128,Invalid status
192.168.237.98,/checkout,999,2026-03-23 17:17:20.402663,-410,1649.0,,9144,Invalid execution_time
10.0.98.98,/login,200,2026-03-23 17:17:20.777475,-413,,,9146,Invalid execution_time
192.168.118.249,/checkout,999,2026-03-23 17:17:21.703140,84,,3.0,9158,Invalid status
172.16.1.67,/login,999,2026-03-23 17:17:23.393495,482,4351.0,,9177,Invalid status
10.0.46.13,/checkout,200,2026-03-23 17:17:23.393495,-266,-100.0,,9179,Invalid execution_time
10.0.103.171,/profile,999,2026-03-23 17:17:23.653742,632,,,9180,Invalid status
192.168.111.34,/search,200,2026-03-23 17:17:24.474318,-492,3007.0,3.0,9190,Invalid execution_time
10.0.129.37,/search,200,2026-03-23 17:17:25.474210,-683,,3.0,9204,Invalid execution_time
172.16.149.113,/api/data,999,2026-03-23 17:17:26.140054,351,2337.0,2.0,9209,Invalid status
10.0.211.100,/search,200,2026-03-23 17:17:26.418039,-335,2576.0,5.0,9213,Invalid execution_time
172.16.144.121,/checkout,999,2026-03-23 17:17:27.102300,582,,1.0,9220,Invalid status
192.168.173.131,/api/data,999,2026-03-23 17:17:27.521133,317,4364.0,4.0,9229,Invalid status
10.0.55.161,/api/data,999,2026-03-23 17:17:28.111340,543,2405.0,2.0,9237,Invalid status
172.16.29.123,/login,999,2026-03-23 17:17:28.382345,807,878.0,,9244,Invalid status
10.0.90.106,/search,500,2026-03-23 17:17:28.885302,-417,713.0,2.0,9254,Invalid execution_time
172.16.167.5,/api/data,999,2026-03-23 17:17:29.205488,643,,4.0,9261,Invalid status
10.0.158.168,/login,200,2026-03-23 17:17:29.205488,-291,611.0,,9263,Invalid execution_time
192.168.52.18,/login,999,2026-03-23 17:17:30.275464,296,4766.0,,9269,Invalid status
10.0.202.29,/api/data,999,2026-03-23 17:17:30.275464,447,1100.0,,9272,Invalid status
10.0.15.19,/api/data,200,2026-03-23 17:17:30.645550,-648,,2.0,9279,Invalid execution_time
192.168.187.25,/api/data,200,2026-03-23 17:17:30.829885,-269,4752.0,,9283,Invalid execution_time
172.16.3.133,/checkout,999,2026-03-23 17:17:32.720903,875,1595.0,,9290,Invalid status
10.0.129.192,/profile,500,2026-03-23 17:17:33.232732,627,-100.0,3.0,9298,Invalid rows_scanned
172.16.223.17,/checkout,200,2026-03-23 17:17:33.981028,-1015,,,9307,Invalid execution_time
192.168.194.173,/profile,200,2026-03-23 17:17:37.323616,20,-100.0,3.0,9348,Invalid rows_scanned
10.0.209.33,/profile,404,2026-03-23 17:17:39.702307,474,-100.0,,9372,Invalid rows_scanned
192.168.233.20,/api/data,999,2026-03-23 17:17:39.702307,418,,2.0,9373,Invalid status
192.168.197.52,/search,999,2026-03-23 17:17:40.795046,265,2610.0,4.0,9379,Invalid status
172.16.140.150,/profile,999,2026-03-23 17:17:40.795046,539,4358.0,2.0,9380,Invalid status
192.168.151.202,/search,200,2026-03-23 17:17:42.168419,407,-100.0,,9394,Invalid rows_scanned
10.0.99.103,/profile,999,2026-03-23 17:17:43.312644,415,2840.0,1.0,9406,Invalid status
192.168.26.47,/api/data,999,2026-03-23 17:17:44.242846,396,,,9415,Invalid status
192.168.222.247,/search,999,2026-03-23 17:17:46.068766,477,,,9438,Invalid status
172.16.31.162,/login,999,2026-03-23 17:17:46.365040,692,,,9444,Invalid status
172.16.119.4,/login,200,2026-03-23 17:17:47.864544,493,-100.0,,9462,Invalid rows_scanned
172.16.135.53,/api/data,999,2026-03-23 17:17:48.768701,653,,,9477,Invalid status
192.168.99.214,/profile,200,2026-03-23 17:17:48.770016,370,-100.0,,9478,Invalid rows_scanned
172.16.87.1,/api/data,200,2026-03-23 17:17:49.361504,-406,4475.0,1.0,9481,Invalid execution_time
10.0.170.86,/login,200,2026-03-23 17:17:50.193683,-388,,5.0,9489,Invalid execution_time
192.168.135.72,/api/data,200,2026-03-23 17:17:50.794096,471,-100.0,3.0,9495,Invalid rows_scanned
172.16.88.20,/checkout,200,2026-03-23 17:17:50.794096,-913,,2.0,9496,Invalid execution_time
10.0.164.111,/login,200,2026-03-23 17:17:50.794096,371,-100.0,3.0,9497,Invalid rows_scanned
172.16.221.220,/search,999,2026-03-23 17:17:52.962253,717,-100.0,,9518,Invalid status
10.0.144.3,/profile,999,2026-03-23 17:17:53.271488,505,,2.0,9521,Invalid status
172.16.206.238,/api/data,999,2026-03-23 17:17:53.568891,755,4999.0,5.0,9527,Invalid status
10.0.210.143,/search,500,2026-03-23 17:17:54.388490,-824,2739.0,,9542,Invalid execution_time
172.16.57.114,/checkout,999,2026-03-23 17:17:55.640321,634,1910.0,,9553,Invalid status
172.16.191.190,/search,999,2026-03-23 17:17:56.889879,254,1006.0,4.0,9568,Invalid status
192.168.7.241,/search,200,2026-03-23 17:17:57.263058,348,-100.0,3.0,9571,Invalid rows_scanned
172.16.89.150,/login,200,2026-03-23 17:17:57.706084,414,-100.0,,9575,Invalid rows_scanned
192.168.102.234,/login,200,2026-03-23 17:17:58.547610,462,-100.0,,9584,Invalid rows_scanned
172.16.31.187,/profile,200,2026-03-23 17:17:58.727045,-560,1703.0,,9587,Invalid execution_time
192.168.40.229,/profile,200,2026-03-23 17:17:58.727045,-466,-100.0,1.0,9589,Invalid execution_time
172.16.211.224,/api/data,404,2026-03-23 17:18:00.143502,1035,-100.0,1.0,9601,Invalid rows_scanned
192.168.83.242,/profile,200,2026-03-23 17:18:00.609995,-139,4825.0,,9608,Invalid execution_time
172.16.119.37,/search,200,2026-03-23 17:18:00.609995,754,-100.0,2.0,9609,Invalid rows_scanned
192.168.94.252,/login,200,2026-03-23 17:18:01.188917,311,-100.0,,9615,Invalid rows_scanned
192.168.2.137,/search,999,2026-03-23 17:18:01.188917,314,1659.0,,9618,Invalid status
192.168.71.192,/profile,200,2026-03-23 17:18:01.383643,-641,,3.0,9619,Invalid execution_time
192.168.159.44,/api/data,200,2026-03-23 17:18:02.253085,-232,,,9627,Invalid execution_time
10.0.192.252,/login,999,2026-03-23 17:18:02.253085,504,,4.0,9628,Invalid status
192.168.85.100,/search,200,2026-03-23 17:18:02.599816,-419,,4.0,9630,Invalid execution_time
10.0.96.152,/login,999,2026-03-23 17:18:02.599816,730,4996.0,,9631,Invalid status
172.16.71.181,/checkout,200,2026-03-23 17:18:02.780798,-647,-100.0,3.0,9633,Invalid execution_time
172.16.226.192,/checkout,999,2026-03-23 17:18:02.780798,618,,5.0,9635,Invalid status
172.16.18.226,/login,200,2026-03-23 17:18:03.085992,-444,-100.0,1.0,9637,Invalid execution_time
192.168.54.95,/profile,200,2026-03-23 17:18:03.500475,-647,,,9646,Invalid execution_time
172.16.180.25,/checkout,999,2026-03-23 17:18:05.297375,558,93.0,4.0,9665,Invalid status
10.0.56.52,/login,999,2026-03-23 17:18:05.499606,604,,,9669,Invalid status
172.16.48.19,/api/data,999,2026-03-23 17:18:06.703556,443,,2.0,9675,Invalid status
172.16.111.56,/login,200,2026-03-23 17:18:06.703556,560,-100.0,,9677,Invalid rows_scanned
10.0.28.237,/checkout,200,2026-03-23 17:18:06.836257,-338,,,9681,Invalid execution_time
10.0.239.7,/profile,999,2026-03-23 17:18:08.900808,552,3217.0,,9697,Invalid status
192.168.134.125,/login,999,2026-03-23 17:18:10.226330,424,-100.0,,9712,Invalid status
192.168.164.181,/api/data,404,2026-03-23 17:18:11.271753,273,-100.0,3.0,9728,Invalid rows_scanned
172.16.215.126,/api/data,999,2026-03-23 17:18:11.972002,815,1913.0,1.0,9735,Invalid status
192.168.251.148,/api/data,999,2026-03-23 17:18:11.972002,855,4334.0,,9737,Invalid status
10.0.142.85,/login,200,2026-03-23 17:18:12.515522,365,-100.0,,9745,Invalid rows_scanned
192.168.162.236,/profile,999,2026-03-23 17:18:12.515522,372,,5.0,9746,Invalid status
10.0.93.227,/search,200,2026-03-23 17:18:13.421390,-411,4894.0,,9760,Invalid execution_time
192.168.242.130,/search,200,2026-03-23 17:18:13.561260,362,-100.0,,9764,Invalid rows_scanned
10.0.217.110,/search,200,2026-03-23 17:18:14.794355,-633,,4.0,9783,Invalid execution_time
172.16.169.165,/profile,999,2026-03-23 17:18:15.024419,609,,,9786,Invalid status
172.16.71.85,/search,200,2026-03-23 17:18:15.178680,-514,,,9789,Invalid execution_time
10.0.102.153,/login,999,2026-03-23 17:18:15.817602,211,,3.0,9798,Invalid status
10.0.118.10,/api/data,999,2026-03-23 17:18:16.686324,539,323.0,,9814,Invalid status
192.168.115.24,/search,999,2026-03-23 17:18:17.048759,402,3282.0,,9818,Invalid status
172.16.251.68,/checkout,999,2026-03-23 17:18:18.563367,768,,1.0,9831,Invalid status
10.0.124.169,/login,999,2026-03-23 17:18:19.021084,563,,,9837,Invalid status
10.0.63.100,/profile,999,2026-03-23 17:18:19.021084,859,255.0,2.0,9838,Invalid status
10.0.167.221,/profile,200,2026-03-23 17:18:19.752839,-494,,,9851,Invalid execution_time
10.0.163.19,/login,999,2026-03-23 17:18:20.388416,441,-100.0,,9857,Invalid status
192.168.38.39,/api/data,200,2026-03-23 17:18:21.072569,-517,4094.0,,9862,Invalid execution_time
172.16.115.65,/checkout,200,2026-03-23 17:18:21.072569,591,-100.0,,9864,Invalid rows_scanned
192.168.222.237,/profile,200,2026-03-23 17:18:22.742960,-272,1111.0,5.0,9880,Invalid execution_time
192.168.233.71,/login,999,2026-03-23 17:18:22.742960,290,850.0,,9881,Invalid status
192.168.159.54,/search,200,2026-03-23 17:18:23.080864,-293,,,9884,Invalid execution_time
192.168.248.193,/api/data,999,2026-03-23 17:18:23.387330,528,2385.0,1.0,9887,Invalid status
192.168.58.215,/profile,500,2026-03-23 17:18:23.588344,-543,2833.0,,9891,Invalid execution_time
172.16.42.214,/checkout,200,2026-03-23 17:18:24.222431,-668,,,9903,Invalid execution_time
192.168.184.71,/login,404,2026-03-23 17:18:24.399156,600,-100.0,2.0,9908,Invalid rows_scanned
172.16.47.174,/search,999,2026-03-23 17:18:25.224124,803,3799.0,3.0,9915,Invalid status
192.168.110.155,/profile,999,2026-03-23 17:18:25.595166,421,,,9916,Invalid status
172.16.50.235,/login,999,2026-03-23 17:18:26.266250,695,2124.0,5.0,9926,Invalid status
10.0.187.140,/login,999,2026-03-23 17:18:27.403148,421,,2.0,9941,Invalid status
172.16.203.16,/api/data,999,2026-03-23 17:18:28.692664,644,,,9957,Invalid status
172.16.88.5,/api/data,200,2026-03-23 17:18:29.893384,-732,2413.0,5.0,9974,Invalid execution_time
172.16.180.110,/search,200,2026-03-23 17:18:30.108006,-611,2539.0,,9978,Invalid execution_time
172.16.205.253,/profile,999,2026-03-23 17:18:31.914766,701,4782.0,4.0,9995,Invalid status
192.168.211.208,/login,999,2026-03-23 17:18:32.463463,524,,3.0,10002,Invalid status
10.0.181.115,/search,200,2026-03-23 17:18:32.928579,608,-100.0,3.0,10006,Invalid rows_scanned
192.168.48.92,/login,200,2026-03-23 17:18:33.293945,-345,1715.0,,10010,Invalid execution_time
192.168.214.189,/profile,200,2026-03-23 17:18:33.293945,-398,,,10012,Invalid execution_time
192.168.32.90,/login,200,2026-03-23 17:18:34.740573,340,-100.0,,10022,Invalid rows_scanned
192.168.29.154,/login,200,2026-03-23 17:18:34.740573,338,-100.0,5.0,10024,Invalid rows_scanned
172.16.83.77,/profile,500,2026-03-23 17:18:37.107941,-684,1811.0,,10045,Invalid execution_time
10.0.206.130,/login,999,2026-03-23 17:18:37.564340,569,4871.0,1.0,10051,Invalid status
10.0.4.91,/api/data,200,2026-03-23 17:18:37.564340,-416,33.0,,10053,Invalid execution_time
172.16.28.226,/profile,999,2026-03-23 17:18:38.536239,654,,,10066,Invalid status
192.168.103.20,/api/data,200,2026-03-23 17:18:39.423541,370,-100.0,,10072,Invalid rows_scanned
10.0.89.173,/checkout,999,2026-03-23 17:18:40.328552,143,444.0,1.0,10082,Invalid status
10.0.150.231,/profile,999,2026-03-23 17:18:40.691403,632,,,10085,Invalid status
172.16.62.1,/api/data,200,2026-03-23 17:18:41.072582,-834,3769.0,,10089,Invalid execution_time
10.0.71.203,/login,999,2026-03-23 17:18:41.072582,617,3206.0,5.0,10091,Invalid status
10.0.241.135,/profile,200,2026-03-23 17:18:43.803088,483,-100.0,,10119,Invalid rows_scanned
172.16.77.228,/api/data,200,2026-03-23 17:18:43.803088,-624,,,10120,Invalid execution_time
172.16.188.55,/login,200,2026-03-23 17:18:44.037190,-425,,1.0,10123,Invalid execution_time
192.168.79.135,/checkout,200,2026-03-23 17:18:44.296802,-650,2521.0,4.0,10127,Invalid execution_time
192.168.118.153,/api/data,200,2026-03-23 17:18:44.416377,497,-100.0,,10132,Invalid rows_scanned
172.16.86.219,/api/data,200,2026-03-23 17:18:44.973009,-671,,3.0,10140,Invalid execution_time
172.16.125.201,/search,999,2026-03-23 17:18:46.081090,711,1703.0,,10158,Invalid status
10.0.66.124,/login,999,2026-03-23 17:18:46.213644,479,,,10161,Invalid status
172.16.136.147,/login,200,2026-03-23 17:18:46.618199,-697,2262.0,,10168,Invalid execution_time
172.16.11.222,/checkout,200,2026-03-23 17:18:46.889079,569,-100.0,4.0,10170,Invalid rows_scanned
10.0.167.181,/checkout,999,2026-03-23 17:18:47.376334,462,1406.0,,10177,Invalid status
192.168.116.186,/search,999,2026-03-23 17:18:47.631894,533,,3.0,10178,Invalid status
172.16.244.27,/profile,999,2026-03-23 17:18:51.028778,331,,,10216,Invalid status
10.0.52.9,/search,999,2026-03-23 17:18:51.390338,740,,5.0,10225,Invalid status
192.168.58.104,/login,200,2026-03-23 17:18:51.533776,-115,,2.0,10229,Invalid execution_time
10.0.192.118,/profile,200,2026-03-23 17:18:51.800759,-758,,,10232,Invalid execution_time
172.16.139.204,/api/data,404,2026-03-23 17:18:51.800759,-526,4860.0,2.0,10233,Invalid execution_time
192.168.130.71,/login,500,2026-03-23 17:18:52.222269,-309,,,10239,Invalid execution_time
172.16.41.27,/login,200,2026-03-23 17:18:53.140318,574,-100.0,,10248,Invalid rows_scanned
172.16.194.216,/checkout,999,2026-03-23 17:18:53.142785,608,,,10250,Invalid status
172.16.211.29,/checkout,999,2026-03-23 17:18:53.422608,591,,,10257,Invalid status
172.16.219.3,/login,200,2026-03-23 17:18:53.422608,-886,1033.0,,10258,Invalid execution_time
192.168.3.43,/checkout,999,2026-03-23 17:18:53.712289,340,1978.0,4.0,10259,Invalid status
192.168.93.210,/search,999,2026-03-23 17:18:53.712289,291,,,10260,Invalid status
172.16.220.200,/login,200,2026-03-23 17:18:54.175077,-584,2089.0,,10263,Invalid execution_time
172.16.57.211,/login,200,2026-03-23 17:18:54.331127,-611,,,10268,Invalid execution_time
192.168.168.184,/search,200,2026-03-23 17:18:54.331127,175,-100.0,2.0,10269,Invalid rows_scanned
192.168.35.88,/checkout,999,2026-03-23 17:18:54.331127,314,,,10271,Invalid status
